"nom_table";"CAM_PRS_IDE_COD";"CAM_PRS_IDE_LIB"
"CAM_PRS_IDE";"MBCA001";"Ostéosynthèse de fracture extraarticulaire infratubérositaire de l'humérus"
"CAM_PRS_IDE";"MBCA007";"Ostéosynthèse de fracture de la diaphyse de l'humérus par fixateur externe"
"CAM_PRS_IDE";"MBCB002";"Ostéosynthèse de fracture de la diaphyse de l'humérus par matériel centromédullaire, à foyer fermé"
"CAM_PRS_IDE";"MBCA011";"Ostéosynthèse de fracture de la diaphyse de l'humérus, à foyer ouvert"
"CAM_PRS_IDE";"MBCB001";"Ostéosynthèse d'une fracture supracondylaire de l'humérus, à foyer fermé"
"CAM_PRS_IDE";"MBCA003";"Ostéosynthèse d'une fracture supracondylaire de l'humérus, à foyer ouvert"
"CAM_PRS_IDE";"MBCA008";"Ostéosynthèse d'une fracture supracondylaire et intercondylaire simple de l'humérus, à foyer ouvert"
"CAM_PRS_IDE";"MBCA006";"Ostéosynthèse d'une fracture supracondylaire et intercondylaire complexe de l'humérus, à foyer ouvert"
"CAM_PRS_IDE";"MBCB004";"Ostéosynthèse d'une fracture du condyle médial ou du condyle latéral de l'humérus, à foyer fermé"
"CAM_PRS_IDE";"MBCB003";"Ostéosynthèse d'une fracture de l'épicondyle médial ou de l'épicondyle latéral de l'humérus, à foyer fermé"
"CAM_PRS_IDE";"MBCA010";"Ostéosynthèse d'une fracture de l'épicondyle médial ou de l'épicondyle latéral de l'humérus, à foyer ouvert"
"CAM_PRS_IDE";"MBCA012";"Ostéosynthèse de fracture intracapsulaire de l'extrémité distale de l'humérus, à foyer ouvert"
"CAM_PRS_IDE";"MBCB005";"Ostéosynthèse préventive de l'humérus pour lésion ostéolytique, à foyer fermé"
"CAM_PRS_IDE";"MBCA002";"Ostéosynthèse préventive de l'humérus pour lésion ostéolytique, à foyer ouvert"
"CAM_PRS_IDE";"MBPA002";"Ostéotomie intraarticulaire de l'extrémité proximale de l'humérus"
"CAM_PRS_IDE";"MBPA005";"Ostéotomie extraarticulaire de l'extrémité proximale de l'humérus"
"CAM_PRS_IDE";"MBPA004";"Ostéotomie simple de la diaphyse de l'humérus"
"CAM_PRS_IDE";"MBPA003";"Ostéotomie complexe de la diaphyse ou de l'extrémité distale de l'humérus"
"CAM_PRS_IDE";"MBPA006";"Décortication de l'humérus pour pseudarthrose"
"CAM_PRS_IDE";"MBPA001";"Décortication de l'humérus avec ostéosynthèse pour pseudarthrose"
"CAM_PRS_IDE";"MBGA002";"Évidement de l'épiphyse proximale de l'humérus en présence d'un cartilage épiphysaire actif sans comblement, par abord direct"
"CAM_PRS_IDE";"MBGA001";"Évidement de l'épiphyse proximale de l'humérus en présence d'un cartilage épiphysaire actif avec comblement, par abord direct"
"CAM_PRS_IDE";"MBFA002";"Résection d'une extrémité et/ou de la diaphyse de l'humérus sans interruption de la continuité osseuse"
"CAM_PRS_IDE";"MBFA001";"Résection ""en bloc"" d'une extrémité et/ou de la diaphyse de l'humérus"
"CAM_PRS_IDE";"MBMA001";"Reconstruction d'une extrémité et/ou de la diaphyse de l'humérus par greffe ou matériau inerte non prothétique, après résection partielle"
"CAM_PRS_IDE";"MBMA002";"Reconstruction d'une extrémité et/ou de la diaphyse de l'humérus après résection ""en bloc"", par greffe ou matériau inerte non prothétique"
"CAM_PRS_IDE";"MCEP002";"Réduction orthopédique de fracture ou de décollement épiphysaire de l'extrémité proximale et/ou de fracture de la diaphyse d'un os ou des 2 os de l'avant-bras"
"CAM_PRS_IDE";"MCEP001";"Réduction orthopédique de fracture ou de décollement épiphysaire de l'extrémité distale d'un os ou des 2 os de l'avant-bras"
"CAM_PRS_IDE";"MCCB001";"Ostéosynthèse de fracture de l'extrémité proximale d'un os de l'avant-bras, à foyer fermé"
"CAM_PRS_IDE";"MCCA001";"Ostéosynthèse de fracture simple ou de décollement épiphysaire de l'extrémité proximale d'un os de l'avant-bras, à foyer ouvert"
"CAM_PRS_IDE";"MCCA011";"Ostéosynthèse de fracture complexe de l'extrémité proximale d'un os de l'avant-bras, à foyer ouvert"
"CAM_PRS_IDE";"MCCB005";"Ostéosynthèse de fracture de l'extrémité proximale des 2 os de l'avant-bras, à foyer fermé"
"CAM_PRS_IDE";"MCCA009";"Ostéosynthèse de fracture de l'extrémité proximale des 2 os de l'avant-bras, à foyer ouvert"
"CAM_PRS_IDE";"MCCB003";"Ostéosynthèse de fracture de la diaphyse d'un os de l'avant-bras, à foyer fermé"
"CAM_PRS_IDE";"MCCA004";"Ostéosynthèse de fracture de la diaphyse d'un os de l'avant-bras, à foyer ouvert"
"CAM_PRS_IDE";"MCCB008";"Ostéosynthèse de fracture de la diaphyse d'un os de l'avant-bras avec réduction d'une luxation de l'autre os au coude ou au poignet, à foyer fermé"
"CAM_PRS_IDE";"MCCA003";"Ostéosynthèse de fracture de la diaphyse d'un os de l'avant-bras avec réduction d'une luxation de l'autre os au coude ou au poignet, à foyer ouvert"
"CAM_PRS_IDE";"MCCB007";"Ostéosynthèse de fracture de la diaphyse des 2 os de l'avant-bras, à foyer fermé"
"CAM_PRS_IDE";"MCCA008";"Ostéosynthèse de fracture de la diaphyse des 2 os de l'avant-bras, à foyer ouvert"
"CAM_PRS_IDE";"MCCA007";"Ostéosynthèse de fracture de la diaphyse des 2 os de l'avant-bras avec réduction de luxation au coude ou au poignet, à foyer ouvert"
"CAM_PRS_IDE";"MCCB004";"Ostéosynthèse de fracture ou de décollement épiphysaire de l'extrémité distale d'un os de l'avant-bras par broche, à foyer fermé"
"CAM_PRS_IDE";"MCCB002";"Ostéosynthèse de fracture de l'extrémité distale d'un os ou des 2 os de l'avant-bras par fixateur externe, à foyer fermé"
"CAM_PRS_IDE";"MCCA005";"Ostéosynthèse de fracture de l'extrémité distale d'un os de l'avant-bras, à foyer ouvert"
"CAM_PRS_IDE";"MCCA010";"Ostéosynthèse de fracture de l'extrémité distale des 2 os de l'avant-bras, à foyer ouvert"
"CAM_PRS_IDE";"MCCB009";"Ostéosynthèse préventive d'un os de l'avant-bras pour lésion ostéolytique, à foyer fermé"
"CAM_PRS_IDE";"MCCA002";"Ostéosynthèse préventive d'un os de l'avant-bras pour lésion ostéolytique, à foyer ouvert"
"CAM_PRS_IDE";"MCCB006";"Ostéosynthèse préventive des 2 os de l'avant-bras pour lésion ostéolytique, à foyer fermé"
"CAM_PRS_IDE";"MCCA006";"Ostéosynthèse préventive des 2 os de l'avant-bras pour lésion ostéolytique, à foyer ouvert"
"CAM_PRS_IDE";"MCPA010";"Ostéotomie simple de la diaphyse d'un os de l'avant-bras"
"CAM_PRS_IDE";"MCPA006";"Ostéotomie complexe de la diaphyse d'un os de l'avant-bras"
"CAM_PRS_IDE";"MCPA004";"Ostéotomie complexe de la diaphyse du radius et/ou de l'ulna avec résection de synostose radio-ulnaire acquise"
"CAM_PRS_IDE";"MCPA007";"Ostéotomie complexe de la diaphyse des 2 os de l'avant-bras"
"CAM_PRS_IDE";"MCPA002";"Ostéotomie de l'extrémité distale du radius"
"CAM_PRS_IDE";"MCPA009";"Ostéotomie de l'extrémité distale du radius avec résection partielle ou totale de l'extrémité distale de l'ulna"
"CAM_PRS_IDE";"MCPA003";"Ostéotomie de l'extrémité distale des 2 os de l'avant-bras"
"CAM_PRS_IDE";"MCPA001";"Ostéotomie de réorientation de l'avant-bras pour synostose radio-ulnaire congénitale"
"CAM_PRS_IDE";"MCPA005";"Ostéotomie de l'ulna avec arthrodèse de l'articulation radio-ulnaire distale"
"CAM_PRS_IDE";"MCPA014";"Décortication d'un os de l'avant-bras pour pseudarthrose"
"CAM_PRS_IDE";"MCPA013";"Décortication d'un os de l'avant-bras avec ostéosynthèse pour pseudarthrose"
"CAM_PRS_IDE";"MCPA012";"Décortication des 2 os de l'avant-bras pour pseudarthrose"
"CAM_PRS_IDE";"MCPA011";"Décortication des 2 os de l'avant-bras avec ostéosynthèse pour pseudarthrose"
"CAM_PRS_IDE";"MCFA002";"Résection partielle ou totale de l'extrémité distale d'un os de l'avant-bras"
"CAM_PRS_IDE";"MCFA003";"Résection de l'olécrâne, par arthrotomie"
"CAM_PRS_IDE";"MCFA001";"Résection de synostose radio-ulnaire acquise"
"CAM_PRS_IDE";"MCFA005";"Résection d'une extrémité et/ou de la diaphyse d'un os de l'avant-bras, sans interruption de la continuité"
"CAM_PRS_IDE";"MCFA004";"Résection de la tête du radius, par arthrotomie"
"CAM_PRS_IDE";"MCFA006";"Résection ""en bloc"" d'une extrémité et/ou de la diaphyse d'un os de l'avant-bras"
"CAM_PRS_IDE";"MCMA002";"Reconstruction d'une extrémité et/ou de la diaphyse d'un os de l'avant-bras par greffe ou matériau inerte non prothétique, après résection partielle"
"CAM_PRS_IDE";"MCMA001";"Reconstruction d'une extrémité et/ou de la diaphyse d'un os de l'avant-bras après résection ""en bloc"", par greffe ou matériau inerte non prothétique"
"CAM_PRS_IDE";"MCPA008";"Dissociation des deux os de l'avant-bras pour création d'une pince préhensile après amputation de main"
"CAM_PRS_IDE";"MGEP002";"Réduction orthopédique de fracture du carpe et/ou d'une luxation du poignet"
"CAM_PRS_IDE";"MDCA013";"Ostéosynthèse de fracture d'un os du carpe, à foyer ouvert"
"CAM_PRS_IDE";"MDCA001";"Ostéosynthèse de fracture de l'os scaphoïde, à foyer ouvert"
"CAM_PRS_IDE";"MDCA006";"Ostéosynthèse de fractures de plusieurs os du carpe, à foyer ouvert"
"CAM_PRS_IDE";"MDCA005";"Ostéosynthèse d'une pseudarthrose de l'os scaphoïde, à foyer ouvert"
"CAM_PRS_IDE";"MDGA001";"Évidement d'un os du carpe avec comblement, par abord direct"
"CAM_PRS_IDE";"MDFA003";"Résection partielle d'un os du carpe sans arthrodèse"
"CAM_PRS_IDE";"MGFA006";"Résection partielle des os du carpe pour centralisation du poignet avec ostéosynthèse du carpe et ostéotomie de la diaphyse de l'ulna, par abord direct"
"CAM_PRS_IDE";"MDFA006";"Résection totale d'un os du carpe avec arthrodèse intracarpienne"
"CAM_PRS_IDE";"MDFA004";"Résection de la première rangée du carpe"
"CAM_PRS_IDE";"MDFA005";"Résection ""en bloc"" d'os du carpe et/ou du métacarpe"
"CAM_PRS_IDE";"MDEA001";"Autogreffe corticospongieuse encastrée de l'os scaphoïde"
"CAM_PRS_IDE";"MDEA002";"Autogreffe corticospongieuse intercalée de l'os scaphoïde avec ostéotomie"
"CAM_PRS_IDE";"MDEA003";"Autogreffe corticospongieuse pédiculée de l'os scaphoïde"
"CAM_PRS_IDE";"MDEP002";"Réduction orthopédique d'une fracture d'un os de la main"
"CAM_PRS_IDE";"MDEP001";"Réduction orthopédique de fractures de plusieurs os de la main"
"CAM_PRS_IDE";"MDCA010";"Ostéosynthèse de fracture extraarticulaire d'un os de la main par fixateur externe"
"CAM_PRS_IDE";"MDCB003";"Ostéosynthèse de fracture extraarticulaire d'un os de la main par broche, à foyer fermé"
"CAM_PRS_IDE";"MDCA011";"Ostéosynthèse de fracture extraarticulaire d'un os de la main, à foyer ouvert"
"CAM_PRS_IDE";"MDCA009";"Ostéosynthèse de fractures extraarticulaires de plusieurs os de la main par fixateur externe"
"CAM_PRS_IDE";"MDCB004";"Ostéosynthèse de fractures extraarticulaires de plusieurs os de la main par broche, à foyer fermé"
"CAM_PRS_IDE";"MDCA007";"Ostéosynthèse de fractures extraarticulaires de plusieurs os de la main, à foyer ouvert"
"CAM_PRS_IDE";"MDCA003";"Ostéosynthèse de fracture articulaire d'un os de la main par fixateur externe"
"CAM_PRS_IDE";"MDCB005";"Ostéosynthèse de fracture articulaire d'un os de la main par broche, à foyer fermé"
"CAM_PRS_IDE";"MDCA014";"Ostéosynthèse de fracture articulaire d'un os de la main, à foyer ouvert"
"CAM_PRS_IDE";"MDCA012";"Ostéosynthèse de fracture de la base du premier métacarpien, à foyer ouvert"
"CAM_PRS_IDE";"MDCA008";"Ostéosynthèse de fractures articulaires de plusieurs os de la main par fixateur externe"
"CAM_PRS_IDE";"MDCB002";"Ostéosynthèse de fractures articulaires de plusieurs os de la main par broche, à foyer fermé"
"CAM_PRS_IDE";"MDCA004";"Ostéosynthèse de fractures articulaires de plusieurs os de la main, à foyer ouvert"
"CAM_PRS_IDE";"MDCB001";"Ostéosynthèse préventive d'un métacarpien pour lésion ostéolytique, à foyer fermé"
"CAM_PRS_IDE";"MDCA002";"Ostéosynthèse préventive d'un métacarpien pour lésion ostéolytique, à foyer ouvert"
"CAM_PRS_IDE";"MDPA002";"Ostéotomie d'un os de la main"
"CAM_PRS_IDE";"MDPA004";"Ostéotomie d'un os de la main, avec libération de tendon et/ou libération mobilisatrice articulaire"
"CAM_PRS_IDE";"MDPA005";"Ostéotomie du premier métacarpien pour malformation congénitale"
"CAM_PRS_IDE";"MDPA003";"Ostéotomie de plusieurs os de la main"
"CAM_PRS_IDE";"MDPA001";"Ostéotomie de plusieurs os de la main, avec libération de tendon et/ou libération mobilisatrice articulaire"
"CAM_PRS_IDE";"MDFA002";"Exérèse partielle d'un os de la main sans interruption de la continuité, par abord direct"
"CAM_PRS_IDE";"MDGA003";"Évidement d'un os de la main sans comblement, par abord direct"
"CAM_PRS_IDE";"MDGA004";"Évidement d'un os de la main avec comblement, par abord direct"
"CAM_PRS_IDE";"MDFA001";"Résection segmentaire d'une phalange ou d'une articulation interphalangienne du pouce avec rétablissement de la continuité, pour triphalangie"
"CAM_PRS_IDE";"MDFA007";"Résection complète d'une phalange du pouce avec rétablissement de la continuité, pour triphalangie"
"CAM_PRS_IDE";"MDMA001";"Reconstruction d'un os de la main par greffe ou matériau inerte non prothétique"
"CAM_PRS_IDE";"MDGB001";"Ablation de matériel d'ostéosynthèse enfoui de la main, par voie transcutanée sans guidage"
"CAM_PRS_IDE";"MDGA002";"Ablation de matériel d'ostéosynthèse de la main, par abord direct"
"CAM_PRS_IDE";"MDGA005";"Désépiphysiodèse de phalange triangulaire de doigt"
"CAM_PRS_IDE";"MCAA001";"Allongement extemporané de la diaphyse d'un os de l'avant-bras, avec autogreffe osseuse"
"CAM_PRS_IDE";"MDAA001";"Allongement osseux extemporané à la main, avec autogreffe osseuse"
"CAM_PRS_IDE";"MBAA002";"Allongement osseux progressif au bras ou à l'avant-bras par système externe"
"CAM_PRS_IDE";"MDAA002";"Allongement osseux progressif à la main par système externe"
"CAM_PRS_IDE";"MZFA006";"Exérèse partielle d'un os du membre supérieur sans interruption de la continuité, par abord direct"
"CAM_PRS_IDE";"MZGA003";"Évidement d'un os du membre supérieur sans comblement, par abord direct"
"CAM_PRS_IDE";"MZGA004";"Évidement d'un os du membre supérieur avec comblement, par abord direct"
"CAM_PRS_IDE";"MZMP002";"Confection d'un appareil rigide thoracobrachial pour immobilisation initiale de fracture du membre supérieur, sans réduction"
"CAM_PRS_IDE";"MZMP007";"Confection d'un appareil rigide brachio-antébrachio-palmaire pour immobilisation initiale de fracture du membre supérieur, sans réduction"
"CAM_PRS_IDE";"MZMP013";"Confection d'un appareil rigide antébrachiopalmaire pour immobilisation initiale de fracture du membre supérieur, sans réduction"
"CAM_PRS_IDE";"MZMP004";"Confection d'un appareil rigide au poignet et/ou à la main pour immobilisation initiale de fracture du membre supérieur, sans réduction"
"CAM_PRS_IDE";"MEEP001";"Réduction orthopédique d'une luxation ou luxation-fracture acromioclaviculaire ou sternoclaviculaire"
"CAM_PRS_IDE";"MEEA004";"Réduction d'une luxation acromioclaviculaire ou sternoclaviculaire, par abord direct"
"CAM_PRS_IDE";"MEMA001";"Arthroplastie sternoclaviculaire par résection de l'extrémité médiale de la clavicule, par arthrotomie"
"CAM_PRS_IDE";"MEMC001";"Arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par arthroscopie"
"CAM_PRS_IDE";"MEMA011";"Arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par arthrotomie"
"CAM_PRS_IDE";"MERP001";"Mobilisation de l'articulation scapulohumérale à visée thérapeutique, sous anesthésie générale ou locorégionale"
"CAM_PRS_IDE";"MEEP002";"Réduction orthopédique d'une luxation scapulohumérale"
"CAM_PRS_IDE";"MEEP003";"Réduction orthopédique d'une luxation scapulohumérale avec fracture de l'extrémité proximale de l'humérus homolatéral"
"CAM_PRS_IDE";"MEEA001";"Réduction orthopédique d'une luxation scapulohumérale, avec ostéosynthèse de fracture de l'extrémité proximale de l'humérus homolatéral"
"CAM_PRS_IDE";"MEEA003";"Réduction d'une luxation scapulohumérale, par arthrotomie"
"CAM_PRS_IDE";"MEEA002";"Réduction d'une luxation scapulohumérale par arthrotomie, avec ostéosynthèse de fracture homolatérale de la glène, du col de la scapula et/ou de tubercule huméral"
"CAM_PRS_IDE";"MEJC001";"Nettoyage de l'articulation scapulohumérale, par arthroscopie"
"CAM_PRS_IDE";"MEJA001";"Nettoyage de l'articulation scapulohumérale, par arthrotomie"
"CAM_PRS_IDE";"MEDA001";"Arthrodèse scapulohumérale, par arthrotomie"
"CAM_PRS_IDE";"MEMA018";"Confection d'une butée glénoïdale osseuse ou ostéomusculaire, par abord direct"
"CAM_PRS_IDE";"MEMA005";"Confection d'une butée glénoïdale par prélèvement coracoïdien, par abord direct"
"CAM_PRS_IDE";"MEMC003";"Acromioplastie sans prothèse, par arthroscopie"
"CAM_PRS_IDE";"MEMA006";"Acromioplastie sans prothèse, par abord direct"
"CAM_PRS_IDE";"MEMC005";"Acromioplastie sans prothèse avec arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par arthroscopie"
"CAM_PRS_IDE";"MEMA017";"Acromioplastie sans prothèse avec arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par abord direct"
"CAM_PRS_IDE";"MEMA015";"Arthroplastie scapulohumérale sans prothèse, par abord direct"
"CAM_PRS_IDE";"MEKA010";"Remplacement de l'articulation scapulohumérale par prothèse humérale unipolaire ou par cupule mobile"
"CAM_PRS_IDE";"MEKA009";"Remplacement de l'articulation scapulohumérale par prothèse humérale unipolaire ou par cupule mobile, avec ostéotomie de l'extrémité proximale de l'humérus"
"CAM_PRS_IDE";"MEKA005";"Remplacement de l'articulation scapulohumérale par prothèse humérale unipolaire ou à cupule mobile, avec réinsertion, suture et/ou autoplastie de la coiffe des rotateurs de l'épaule"
"CAM_PRS_IDE";"MEKA006";"Remplacement de l'articulation scapulohumérale par prothèse totale"
"CAM_PRS_IDE";"MEKA007";"Remplacement de l'articulation scapulohumérale par prothèse totale, avec ostéotomie de l'extrémité proximale de l'humérus"
"CAM_PRS_IDE";"MEKA008";"Remplacement de l'articulation scapulohumérale par prothèse totale, avec réinsertion, suture et/ou autoplastie de la coiffe des rotateurs de l'épaule"
"CAM_PRS_IDE";"MEGA002";"Ablation d'une prothèse de l'articulation scapulohumérale"
"CAM_PRS_IDE";"MEGA001";"Ablation d'une prothèse de l'articulation scapulohumérale, avec arthrodèse scapulohumérale"
"CAM_PRS_IDE";"MEKA004";"Changement d'une prothèse humérale ou de la pièce glénoïdale d'une prothèse totale scapulohumérale, sans reconstruction osseuse"
"CAM_PRS_IDE";"MEKA002";"Changement d'une prothèse humérale et/ou de la pièce glénoïdale d'une prothèse totale scapulohumérale, avec reconstruction osseuse"
"CAM_PRS_IDE";"MEKA001";"Changement d'une prothèse totale scapulohumérale"
"CAM_PRS_IDE";"MEKA003";"Changement d'une prothèse humérale pour une prothèse totale scapulohumérale"
"CAM_PRS_IDE";"MELA001";"Repose d'une prothèse de l'articulation scapulohumérale"
"CAM_PRS_IDE";"MEFA004";"Huméroscapulectomie [Arthrectomie monobloc de l'épaule]"
"CAM_PRS_IDE";"MEMA003";"Reconstruction osseuse de l'épaule avec arthrodèse, après résection segmentaire"
"CAM_PRS_IDE";"MEMA009";"Reconstruction de l'articulation de l'épaule par prothèse massive ou sur mesure, après résection segmentaire"
"CAM_PRS_IDE";"MELH001";"Injection sous pression d'un agent pharmacologique dans l'articulation scapulohumérale pour libération capsulaire, par voie transcutanée avec guidage radiologique, avec mobilisation articulaire sous anesthésie locale"
"CAM_PRS_IDE";"MEPC001";"Libération mobilisatrice de l'articulation scapulohumérale et/ou subacromiale, par arthroscopie"
"CAM_PRS_IDE";"MEPA001";"Libération mobilisatrice de l'articulation scapulohumérale et/ou subacromiale, par arthrotomie"
"CAM_PRS_IDE";"MEFC002";"Synovectomie totale de l'articulation scapulohumérale, par arthroscopie"
"CAM_PRS_IDE";"MEFA003";"Synovectomie totale de l'articulation scapulohumérale, par arthrotomie"
"CAM_PRS_IDE";"MEMC002";"Capsuloplastie antérieure ou postérieure de l'articulation scapulohumérale, par arthroscopie"
"CAM_PRS_IDE";"MEMA012";"Capsuloplastie antérieure ou postérieure de l'articulation scapulohumérale, par abord direct"
"CAM_PRS_IDE";"MEMA014";"Capsuloplastie antérieure et postérieure de l'articulation scapulohumérale, par abord direct"
"CAM_PRS_IDE";"MEMA008";"Capsuloplastie antérieure et postérieure de l'articulation scapulohumérale avec ostéotomie glénoïdale, par abord direct"
"CAM_PRS_IDE";"MEMA016";"Capsuloplastie antérieure et postérieure de l'articulation scapulohumérale avec ostéotomie humérale, par abord direct"
"CAM_PRS_IDE";"MEMC004";"Réparation du bourrelet glénoïdal scapulohuméral, par arthroscopie"
"CAM_PRS_IDE";"MEFC001";"Résection du bourrelet glénoïdal scapulohuméral, par arthroscopie"
"CAM_PRS_IDE";"MEFA001";"Résection du bourrelet glénoïdal scapulohuméral, par arthrotomie"
"CAM_PRS_IDE";"MFRP001";"Mobilisation de l'articulation du coude à visée thérapeutique, sous anesthésie générale ou locorégionale"
"CAM_PRS_IDE";"MFEP001";"Réduction orthopédique d'une pronation douloureuse du coude"
"CAM_PRS_IDE";"MFEP002";"Réduction orthopédique d'une luxation ou d'une luxation-fracture du coude"
"CAM_PRS_IDE";"MFEA002";"Réduction orthopédique d'une luxation du coude, avec ostéosynthèse de fracture de l'épicondyle médial ou latéral de l'humérus à foyer ouvert"
"CAM_PRS_IDE";"MFEB001";"Réduction orthopédique d'une luxation du coude et/ou de l'articulation radio-ulnaire proximale, avec ostéosynthèse de fracture de l'extrémité proximale du radius ou de l'ulna à foyer fermé"
"CAM_PRS_IDE";"MFEA001";"Réduction d'une luxation du coude, par arthrotomie"
"CAM_PRS_IDE";"MFEA003";"Réduction d'une luxation du coude et/ou de l'articulation radio-ulnaire proximale par arthrotomie, avec ostéosynthèse de fracture de l'extrémité proximale du radius ou de l'ulna à foyer ouvert"
"CAM_PRS_IDE";"MFJC001";"Nettoyage de l'articulation du coude, par arthroscopie"
"CAM_PRS_IDE";"MFJA001";"Nettoyage de l'articulation du coude, par arthrotomie"
"CAM_PRS_IDE";"MFDA001";"Arthrodèse du coude, par arthrotomie"
"CAM_PRS_IDE";"MFDA002";"Arthrorise du coude par butée, ténodèse ou capsulodèse, par abord direct"
"CAM_PRS_IDE";"MFMA005";"Arthroplastie du coude sans prothèse, par abord direct"
"CAM_PRS_IDE";"MCKA002";"Remplacement de la tête radiale par prothèse, par abord direct"
"CAM_PRS_IDE";"MFKA003";"Remplacement de l'articulation du coude par prothèse totale, par abord direct"
"CAM_PRS_IDE";"MFGA001";"Ablation d'une prothèse totale du coude"
"CAM_PRS_IDE";"MFKA001";"Changement partiel ou total d'une prothèse articulaire du coude"
"CAM_PRS_IDE";"MFFA001";"Résection ""en bloc"" du coude [Arthrectomie monobloc du coude]"
"CAM_PRS_IDE";"MFMA001";"Reconstruction osseuse du coude avec arthrodèse, après résection segmentaire"
"CAM_PRS_IDE";"MFMA003";"Reconstruction de l'articulation du coude par prothèse massive ou sur mesure, après résection segmentaire"
"CAM_PRS_IDE";"MFPC001";"Libération mobilisatrice de l'articulation du coude, par arthroscopie"
"CAM_PRS_IDE";"MFPA002";"Libération mobilisatrice de l'articulation du coude, par abord direct"
"CAM_PRS_IDE";"MFPA003";"Libération mobilisatrice de l'articulation du coude avec libération du nerf ulnaire, par abord direct"
"CAM_PRS_IDE";"MFPA001";"Libération mobilisatrice de l'articulation du coude avec résection d'ostéome synostosique, par abord direct"
"CAM_PRS_IDE";"MFFA003";"Exérèse de kyste synovial du coude, par abord direct"
"CAM_PRS_IDE";"MFFC001";"Synovectomie totale du coude, par arthroscopie"
"CAM_PRS_IDE";"MFFA002";"Synovectomie totale du coude, par arthrotomie antérieure et par arthrotomie postérieure"
"CAM_PRS_IDE";"MFCA001";"Suture ou plastie de l'appareil capsuloligamentaire collatéral de l'articulation du coude, par abord direct"
"CAM_PRS_IDE";"MGRP001";"Mobilisation d'articulation du poignet et/ou de la main à visée thérapeutique, sous anesthésie générale ou locorégionale"
"CAM_PRS_IDE";"MGEA002";"Réduction d'une luxation du poignet, par arthrotomie"
"CAM_PRS_IDE";"MGEA001";"Réduction d'une luxation du poignet avec ostéosynthèse de fracture d'un os du carpe, par arthrotomie"
"CAM_PRS_IDE";"MGJC001";"Nettoyage des articulations du poignet, par arthroscopie"
"CAM_PRS_IDE";"MGJA001";"Nettoyage des articulations du poignet, par arthrotomie"
"CAM_PRS_IDE";"MGDA002";"Arthrodèse radiocarpienne, par arthrotomie"
"CAM_PRS_IDE";"MGDA001";"Arthrodèse intracarpienne, par arthrotomie"
"CAM_PRS_IDE";"MGMA005";"Création d'une butée ulnaire au poignet, par abord direct"
"CAM_PRS_IDE";"MGMA003";"Arthroplastie du poignet sans prothèse, pour radialisation"
"CAM_PRS_IDE";"MGKA003";"Remplacement de l'articulation du poignet par prothèse partielle, par abord direct"
"CAM_PRS_IDE";"MGKA002";"Remplacement de l'articulation radiocarpienne par prothèse totale, par abord direct"
"CAM_PRS_IDE";"MGGA002";"Ablation d'une prothèse articulaire du poignet"
"CAM_PRS_IDE";"MGGA001";"Ablation d'une prothèse totale radiocarpienne"
"CAM_PRS_IDE";"MGKA001";"Changement partiel ou total d'une prothèse articulaire du poignet"
"CAM_PRS_IDE";"MGFA001";"Résection ""en bloc"" du poignet [Arthrectomie monobloc du poignet]"
"CAM_PRS_IDE";"MGMA002";"Reconstruction osseuse du poignet avec arthrodèse, après résection segmentaire"
"CAM_PRS_IDE";"MGMA006";"Reconstruction de l'articulation du poignet par prothèse massive ou sur mesure, après résection segmentaire"
"CAM_PRS_IDE";"MGPA001";"Libération mobilisatrice des articulations du poignet, par abord direct"
"CAM_PRS_IDE";"MGFA007";"Exérèse de kyste synovial du poignet, par abord direct"
"CAM_PRS_IDE";"MGFA004";"Exérèse de kyste synovial avec ténosynovectomie des extenseurs au poignet, par abord direct"
"CAM_PRS_IDE";"MGFC001";"Synovectomie radio-ulnaire distale, par arthroscopie"
"CAM_PRS_IDE";"MGFA002";"Synovectomie radio-ulnaire distale, par arthrotomie"
"CAM_PRS_IDE";"MGFC002";"Synovectomie radiocarpienne et/ou intracarpienne, par arthroscopie"
"CAM_PRS_IDE";"MGFA005";"Synovectomie radiocarpienne et/ou intracarpienne, par arthrotomie"
"CAM_PRS_IDE";"MGFC003";"Synovectomie totale des articulations du poignet, par arthroscopie"
"CAM_PRS_IDE";"MGFA003";"Synovectomie totale des articulations du poignet, par arthrotomie"
"CAM_PRS_IDE";"MGCC001";"Suture et/ou réinsertion de ligament articulaire du poignet, par arthroscopie"
"CAM_PRS_IDE";"MGCA001";"Suture et/ou réinsertion de ligament articulaire du poignet, par arthrotomie"
"CAM_PRS_IDE";"MGMA004";"Capsuloplastie d'une articulation du poignet, par abord direct"
"CAM_PRS_IDE";"MHJA001";"Évacuation de collection articulaire de la main, par arthrotomie"
"CAM_PRS_IDE";"MHEP004";"Réduction orthopédique d'une luxation ou d'une luxation-fracture carpométacarpienne"
"CAM_PRS_IDE";"MHEP003";"Réduction orthopédique d'une luxation ou d'une luxation-fracture trapézométacarpienne"
"CAM_PRS_IDE";"MHEP002";"Réduction orthopédique d'une luxation ou d'une luxation-fracture métacarpophalangienne ou interphalangienne d'un doigt"
