CODE_UCD;LISTE;NOM_COURT;DT_DINSCRI;DT_FINSCRI;MOTIF_FIN;LABO_EXP;DT_SOURDOC;DT_APPRIX;PRIX_HT;PRIX_TTC;T_FACTURE;MARGE_TTC;DT_APTAUX;TAUX;DT_DCOUSUP;DT_FCOUSUP;DT_APMAJO;MAJO_971;MAJO_972;MAJO_973;MAJO_974;DT_DLPRIVE;DT_FLPRIVE;DT_DLPUBLI;DT_FLPUBLI;NOM_LONG1;NOM_LONG2;ETAT;COD_FORME;FORME;COD_CFORME;CPMTFORME;DDD;D_ADMINIST;PAR_VOIE;COD_ATC;CLASSE_ATC;COD_EPHMRA;CLA_EPHMRA;RH;PH;PIH;SP;PS
9418132;T;KOVALTRY 3000 UI Flacon bio + seringue de 5 ml, poudre et solvant pour solution injectable;15/04/2017;;;BAYER HEALTHCARE SAS;14/04/2017;15/04/2017;1944;1984,82;;;;;;;15/04/2017;1,16;1,16;1,16;1,16;15/04/2017;;15/04/2017;;KOVALTRY 3000 UI Flacon bio + seringue de 5 ml, poudre et solvant pour solution injectable;;;;;;;;;;;;;;;;;;
9418149;R;KOVALTRY 500 UI Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable;02/02/2017;;;BAYER HEALTHCARE SAS;14/04/2017;02/02/2017;324;330,8;N;22.0;02/02/2017;100.0;;;02/02/2017;1,16;1,16;1,16;1,16;;;;;KOVALTRY 500 UI Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable;;;;;;;;;;;;;;;;;;
9418149;T;KOVALTRY 500 UI Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable;15/04/2017;;;BAYER HEALTHCARE SAS;14/04/2017;15/04/2017;324;330,8;;;;;;;15/04/2017;1,16;1,16;1,16;1,16;15/04/2017;;15/04/2017;;KOVALTRY 500 UI Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable;;;;;;;;;;;;;;;;;;
9418184;R;IBLIAS 1000UI INJ FL+FL +D+N;01/09/2017;;;CSL BEHRING SA;31/08/2017;01/09/2017;648;661,61;N;22.0;01/09/2017;100.0;;;01/09/2017;1,16;1,16;1,16;1,16;;;;;IBLIAS 1000UI INJ FL+FL +D+N;;;;;;;;;;;;;;;;;;
9394957;R;FACTANE 200 UI/ML poudre et solvant pour solution injectable en flacon de 5 ml;24/01/2014;;;LFB-BIOMEDICAMENTS;13/06/2017;01/07/2017;648;661,61;N;22.0;24/01/2014;100.0;;;24/01/2014;1,16;1,16;1,16;1,16;;;;;FACTANE 200 UI/ML poudre et solvant pour solution injectable en flacon de 5 ml;;D;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;N;N;O;N;N
9394957;T;FACTANE 200 UI/ML poudre et solvant pour solution injectable en flacon de 5 ml;23/01/2014;;;LFB-BIOMEDICAMENTS;13/06/2017;01/07/2017;648;661,61;;;;;;;23/01/2014;1,16;1,16;1,16;1,16;23/01/2014;;23/01/2014;;FACTANE 200 UI/ML poudre et solvant pour solution injectable en flacon de 5 ml;;D;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;N;N;O;N;N
9394992;T;ZALTRAP 25 MG/ML solution à diluer pour perfusion en flacon de 4 ml;06/12/2013;;;SANOFI AVENTIS FRANCE;30/10/2015;01/01/2016;289,221;295,29;;;;;;;06/12/2013;1,16;1,16;1,16;1,16;06/12/2013;;06/12/2013;;ZALTRAP 25 MG/ML solution à diluer pour perfusion en flacon de 4 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01XX44;AFLIBERCEPT;L01X9;AUTRES ANTINEOPLASIQUES;O;N;N;O;O
9395000;T;ZALTRAP 25 MG/ML solution à diluer pour perfusion en flacon de 8 ml;06/12/2013;;;SANOFI AVENTIS FRANCE;30/10/2015;01/01/2016;578,442;590,59;;;;;;;06/12/2013;1,16;1,16;1,16;1,16;06/12/2013;;06/12/2013;;ZALTRAP 25 MG/ML solution à diluer pour perfusion en flacon de 8 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01XX44;AFLIBERCEPT;L01X9;AUTRES ANTINEOPLASIQUES;O;N;N;O;O
9395106;T;PERJETA 420 MG solution à diluer pour perfusion;14/12/2013;;;ROCHE;13/12/2013;14/12/2013;2861,2;2921,29;;;;;;;14/12/2013;1,16;1,16;1,16;1,16;14/12/2013;;14/12/2013;;PERJETA 420 MG solution à diluer pour perfusion;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01XC13;PERTUZUMAB;L01G;ANTICORPS MONOCLONAUX ANTICANCEREUX;O;N;N;O;O
9395112;R;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 400 ml;30/01/2014;;;CSL BEHRING GMBH;20/02/2018;01/03/2018;1584,6;1617,88;N;22.0;30/01/2014;100.0;;;30/01/2014;1,16;1,16;1,16;1,16;;;;;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 400 ml;;D;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;O;N;N;N
9395112;T;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 400 ml;23/01/2014;;;CSL BEHRING GMBH;20/02/2018;01/03/2018;1584,6;1617,88;;;;;;;23/01/2014;1,16;1,16;1,16;1,16;23/01/2014;;23/01/2014;;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 400 ml;;D;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;O;N;N;N
9404549;T;GAMMANORM 165 MG/ML INJ FL12ML;19/11/2014;;;OCTOPHARMA S.A.S;11/12/2018;19/11/2014;90;91,89;;;;;;;19/11/2014;1,16;1,16;1,16;1,16;19/11/2014;;19/11/2014;;GAMMANORM 165 MG/ML INJ FL12ML;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9404555;R;GAMMANORM 165 MG/ML INJ FL24ML;04/02/2015;;;OCTOPHARMA S.A.S;11/12/2018;04/02/2015;180;183,78;N;22.0;04/02/2015;100.0;;;04/02/2015;1,16;1,16;1,16;1,16;;;;;GAMMANORM 165 MG/ML INJ FL24ML;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9404555;T;GAMMANORM 165 MG/ML INJ FL24ML;19/11/2014;;;OCTOPHARMA S.A.S;11/12/2018;19/11/2014;180;183,78;;;;;;;19/11/2014;1,16;1,16;1,16;1,16;19/11/2014;;19/11/2014;;GAMMANORM 165 MG/ML INJ FL24ML;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9404615;R;GRANUPAS 4 G granulés gastro-résistants;13/11/2014;;;LUCANE PHARMA;25/03/2015;26/03/2015;13,333;13,61;N;22.0;26/03/2015;65.0;;;26/03/2015;1,16;1,16;1,16;1,16;;;;;GRANUPAS 4 G granulés gastro-résistants;;D;24.0;GRANULES;440.0;NE PAS ECRASER NE PAS OUVRIR GRANULES GA;12;G;ORALE;J04AA01;AMINOSALICYLIQUE ACIDE;J04A1;ANTITUBERCULEUX, UNE SEULE SUBSTANCE ACTIVE;N;O;N;N;N
9404621;R;KOLBAM 250 MG gélule;09/04/2015;;;ASK PHARMACEUTICALS GMBH;21/04/2015;09/04/2015;;;O;22.0;09/04/2015;100.0;;;09/04/2015;9,999;9,999;9,999;9,999;;;;;KOLBAM 250 MG gélule;;D;21.0;GELULE;328.0;GELULE;;;;A05AA03;ACIDE CHOLIQUE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;N;O;N;O;O
9404638;R;KOLBAM 50 MG gélule;09/04/2015;;;ASK PHARMACEUTICALS GMBH;21/04/2015;09/04/2015;;;O;22.0;09/04/2015;100.0;;;09/04/2015;9,999;9,999;9,999;9,999;;;;;KOLBAM 50 MG gélule;;D;21.0;GELULE;328.0;GELULE;;;;A05AA03;ACIDE CHOLIQUE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;N;O;N;O;O
9404905;R;UVESTEROL VITAMINE A.D.E.C SOLUTION BUVABLE;01/02/2017;;;CRINEX;03/02/2018;02/03/2017;1,29;1,32;N;;01/02/2017;100.0;;;01/02/2017;1,16;1,16;1,16;1,16;;;;;UVESTEROL VITAMINE A.D.E.C SOLUTION BUVABLE;;D;48.0;SOLUTION;292.0;SOLUTION BUVABLE;;;;A11JA;ASSOCIATIONS DE VITAMINES;A11B2;POLYVITAMINES A USAGE PEDIATRIQUE;O;N;N;N;N
9412796;R;ENTRESTO 49 MG/51 MG comprimés pelliculés;05/01/2016;11/10/2018;RADIATION;NOVARTIS PHARMA SAS;15/11/2018;05/01/2016;;;O;22.0;05/01/2016;100.0;;;05/01/2016;9,999;9,999;9,999;9,999;;;;;ENTRESTO 49 MG/51 MG comprimés pelliculés;;D;15.0;COMPRIME;307.0;COMPRIME PELLICULE;;;;C09DX04;VALSARTAN ET SACUBITRIL;C09D9;ANTAGONISTES ANGIOTENSINE II EN ASSOC. AVEC AUTRES MEDICAMENTS;N;N;N;N;N
9412804;R;ENTRESTO 97 MG/103 MG comprimés pelliculés;05/01/2016;14/10/2018;RADIATION;NOVARTIS PHARMA SAS;15/11/2018;05/01/2016;;;O;22.0;05/01/2016;100.0;;;05/01/2016;9,999;9,999;9,999;9,999;;;;;ENTRESTO 97 MG/103 MG comprimés pelliculés;;D;15.0;COMPRIME;307.0;COMPRIME PELLICULE;;;;C09DX04;VALSARTAN ET SACUBITRIL;C09D9;ANTAGONISTES ANGIOTENSINE II EN ASSOC. AVEC AUTRES MEDICAMENTS;N;N;N;N;N
9413123;T;STRENSIQ 100MG/ML INJ F0,8ML12;30/01/2019;;;ALEXION  PHARMA FRANCE;29/01/2019;30/01/2019;4325,6;4416,44;;;;;;;30/01/2019;1,16;1,16;1,16;1,16;30/01/2019;;30/01/2019;;STRENSIQ 100MG/ML INJ F0,8ML12;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;A16AB13;ASFOTASE ALPHA;A09A;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;N;O;N;O;N
9413146;T;STRENSIQ 40MG/ML INJ F0,45ML12;30/01/2019;;;ALEXION  PHARMA FRANCE;29/01/2019;30/01/2019;973,26;993,7;;;;;;;30/01/2019;1,16;1,16;1,16;1,16;30/01/2019;;30/01/2019;;STRENSIQ 40MG/ML INJ F0,45ML12;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;A16AB13;ASFOTASE ALPHA;A09A;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;N;O;N;O;N
9413152;T;STRENSIQ 40MG/ML INJ FL0,7ML12;30/01/2019;;;ALEXION  PHARMA FRANCE;29/01/2019;30/01/2019;1513,96;1545,75;;;;;;;30/01/2019;1,16;1,16;1,16;1,16;30/01/2019;;30/01/2019;;STRENSIQ 40MG/ML INJ FL0,7ML12;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;A16AB13;ASFOTASE ALPHA;A09A;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;N;O;N;O;N
9413169;T;STRENSIQ 40MG/ML INJ FL1ML 12;30/01/2019;;;ALEXION  PHARMA FRANCE;29/01/2019;30/01/2019;2162,8;2208,22;;;;;;;30/01/2019;1,16;1,16;1,16;1,16;30/01/2019;;30/01/2019;;STRENSIQ 40MG/ML INJ FL1ML 12;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;A16AB13;ASFOTASE ALPHA;A09A;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;N;O;N;O;N
9413212;R;DELTYBA 50 MG COMPRIME PELLICULE;28/07/2016;;;OTSUKA PHARMACEUTICAL FRANCE;01/02/2018;28/07/2016;29,853;30,48;N;22.0;28/07/2016;65.0;;;28/07/2016;1,16;1,16;1,16;1,16;;;;;DELTYBA 50 MG COMPRIME PELLICULE;;D;15.0;COMPRIME;307.0;COMPRIME PELLICULE;;;;J04AK06;DELAMANID;J04A1;ANTITUBERCULEUX, UNE SEULE SUBSTANCE ACTIVE;N;O;N;N;N
9418356;T;VORICONAZOLE SANDOZ 200 MG poudre pour solution pour perfusion;02/09/2016;;;SANDOZ;06/10/2016;02/09/2016;133,32;136,12;;;;;;;02/09/2016;1,16;1,16;1,16;1,16;02/09/2016;;02/09/2016;;VORICONAZOLE SANDOZ 200 MG poudre pour solution pour perfusion;;D;44.0;POUDRE;322.0;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9418712;R;NALSCUE 0,9MG/0,1ML SOLUTION POUR PULVÉRISATION NASALE EN RÉCIPIENT UNIDOSE;29/07/2016;;;INDIVIOR FRANCE;28/07/2016;29/07/2016;;;O;22.0;29/07/2016;100.0;;;29/07/2016;9,999;9,999;9,999;9,999;;;;;NALSCUE 0,9MG/0,1ML SOLUTION POUR PULVÉRISATION NASALE EN RÉCIPIENT UNIDOSE;;D;48.0;SOLUTION;361.0;SOLUTION POUR PULVERISATION NASALE;;;;V03AB15;NALOXONE;N07F;MEDICAMENTS CONTRE LA DEPENDANCE OPIOIDE;N;N;N;N;N
9418735;R;ZAVICEFTA 2 G/0,5 G poudre pour solution à diluer pour perfusion;17/01/2017;02/02/2017;RADIATION;ASTRAZENECA;03/10/2018;17/01/2017;;;O;22.0;17/01/2017;100.0;;;17/01/2017;9,999;9,999;9,999;9,999;;;;;ZAVICEFTA 2 G/0,5 G poudre pour solution à diluer pour perfusion;;D;44.0;POUDRE;312.0;POUDRE POUR SOLUTION INJECTABLE POUDRE P;;;;J01DD52;CEFTAZIDIME ET INHIBITEUR DE BETA-LACTAMASE;J01D2;CEPHALOSPORINES INJECTABLES;N;O;N;N;N
9418741;R;QIZENDAY 100MG GÉLULE;18/07/2016;14/04/2019;RADIATION;PHARMA BLUE;19/02/2019;18/07/2016;;;O;22.0;18/07/2016;100.0;;;18/07/2016;9,999;9,999;9,999;9,999;;;;;QIZENDAY 100MG GÉLULE;;D;21.0;GELULE;328.0;NE PAS OUVRIR GELULE;;;;A11HA05;BIOTINE;A11X9;TOUTES AUTRES VITAMINES, SEULES ET EN ASSOCIATION;N;O;N;N;N
9418787;T;FLIXABI 100MG poudre pour solution à diluer pour perfusion;19/10/2016;;;BIOGEN FRANCE SAS;20/02/2018;01/03/2018;290,529;296,63;;;;;;;19/10/2016;1,16;1,16;1,16;1,16;19/10/2016;;19/10/2016;;FLIXABI 100MG poudre pour solution à diluer pour perfusion;;D;44.0;POUDRE;584.0;POUDRE PR SOL A DILUER POUR PERFUSION;3,75;MG;INJECTABLE;L04AB02;INFLIXIMAB;L04B;MEDICAMENTS ANTI-TNF;O;N;N;N;N
9419060;R;VORICONAZOLE FRESENIUS KABI 200 MG poudre pour solution pour perfusion;22/12/2016;;;FRESENIUS KABI FRANCE;21/12/2016;22/12/2016;133,32;136,12;N;22.0;22/12/2016;65.0;;;22/12/2016;1,16;1,16;1,16;1,16;;;;;VORICONAZOLE FRESENIUS KABI 200 MG poudre pour solution pour perfusion;;D;44.0;POUDRE;322.0;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9419060;T;VORICONAZOLE FRESENIUS KABI 200 MG poudre pour solution pour perfusion;26/10/2016;;;FRESENIUS KABI FRANCE;21/12/2016;26/10/2016;133,32;136,12;;;;;;;26/10/2016;1,16;1,16;1,16;1,16;26/10/2016;;26/10/2016;;VORICONAZOLE FRESENIUS KABI 200 MG poudre pour solution pour perfusion;;D;44.0;POUDRE;322.0;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9395388;R;PEGASYS 90 MICROGRAMMES solution injectable en seringue préremplie de 0,5 ml;27/09/2014;;;ROCHE;22/11/2018;01/11/2014;76,79;78,4;N;22.0;27/09/2014;65.0;;;27/09/2014;1,16;1,16;1,16;1,16;;;;;PEGASYS 90 MICROGRAMMES solution injectable en seringue préremplie de 0,5 ml;;D;48.0;SOLUTION;295.0;PEGYLEE SOLUTION INJECTABLE;;;;L03AB11;PEGINTERFERON ALFA-2A;L03B1;INTERFERONS, ALPHA;N;N;O;N;O
9395678;R;VONCENTO 1000 UI/2400 UI INJ FL+F;29/11/2014;;;CSL BEHRING SA;13/04/2018;01/01/2019;2477,52;2529,55;N;22.0;29/11/2014;100.0;;;29/11/2014;1,16;1,16;1,16;1,16;;;;;VONCENTO 1000 UI/2400 UI INJ FL+F;;D;44.0;POUDRE;312.0;POUDRE POUR SOLUTION INJECTABLE;;;;B02BD06;FACT VON WILLEBRAND ET FACT VIII DE COAGULATION EN ASSOCIATION;B02D9;AUTRES FRACTIONS SANGUINES;N;O;N;N;N
9395678;T;VONCENTO 1000 UI/2400 UI INJ FL+F;23/10/2014;;;CSL BEHRING SA;13/04/2018;01/01/2019;2477,52;2529,55;;;;;;;23/10/2014;1,16;1,16;1,16;1,16;23/10/2014;;23/10/2014;;VONCENTO 1000 UI/2400 UI INJ FL+F;;D;44.0;POUDRE;312.0;POUDRE POUR SOLUTION INJECTABLE;;;;B02BD06;FACT VON WILLEBRAND ET FACT VIII DE COAGULATION EN ASSOCIATION;B02D9;AUTRES FRACTIONS SANGUINES;N;O;N;N;N
9395684;R;VONCENTO 250 UI/600 UI INJ FL+FL;29/11/2014;;;CSL BEHRING SA;13/04/2018;01/01/2019;619,38;632,39;N;22.0;29/11/2014;100.0;;;29/11/2014;1,16;1,16;1,16;1,16;;;;;VONCENTO 250 UI/600 UI INJ FL+FL;;;;;;;;;;;;;;;;;;
9395684;T;VONCENTO 250 UI/600 UI INJ FL+FL;23/10/2014;;;CSL BEHRING SA;13/04/2018;01/01/2019;619,38;632,39;;;;;;;23/10/2014;1,16;1,16;1,16;1,16;23/10/2014;;23/10/2014;;VONCENTO 250 UI/600 UI INJ FL+FL;;;;;;;;;;;;;;;;;;
9395690;R;VONCENTO 500/1200 UI INJ FL+FL;29/11/2014;;;CSL BEHRING SA;13/04/2018;01/01/2019;1238,76;1264,77;N;22.0;29/11/2014;100.0;;;29/11/2014;1,16;1,16;1,16;1,16;;;;;VONCENTO 500/1200 UI INJ FL+FL;;D;44.0;POUDRE;312.0;POUDRE POUR SOLUTION INJECTABLE;;;;B02BD06;FACT VON WILLEBRAND ET FACT VIII DE COAGULATION EN ASSOCIATION;B02D9;AUTRES FRACTIONS SANGUINES;N;O;N;N;N
9395690;T;VONCENTO 500/1200 UI INJ FL+FL;23/10/2014;;;CSL BEHRING SA;13/04/2018;01/01/2019;1238,76;1264,77;;;;;;;23/10/2014;1,16;1,16;1,16;1,16;23/10/2014;;23/10/2014;;VONCENTO 500/1200 UI INJ FL+FL;;D;44.0;POUDRE;312.0;POUDRE POUR SOLUTION INJECTABLE;;;;B02BD06;FACT VON WILLEBRAND ET FACT VIII DE COAGULATION EN ASSOCIATION;B02D9;AUTRES FRACTIONS SANGUINES;N;O;N;N;N
9395750;R;ICLUSIG 15 MG comprimé;02/10/2013;23/06/2016;RADIATION;ARIAD PHARMACEUTICALS;16/05/2017;02/10/2013;;;O;22.0;02/10/2013;100.0;;;02/10/2013;9,999;9,999;9,999;9,999;;;;;ICLUSIG 15 MG comprimé;;D;15.0;COMPRIME;307.0;NE PAS ECRASER COMPRIME PELLICULE;;;;L01XE24;PONATINIB;V03X;TOUS AUTRES PRODUITS THERAPEUTIQUES;N;N;O;O;O
9404940;T;INSUMAN IMPLANTABLE 400 UL/ML (INSULINE HUMAINE), Solution pour perfusion, flacon (verre) de 10 ml;08/08/2015;;;SANOFI AVENTIS FRANCE;07/08/2015;08/08/2015;500;510,5;;;;;;;08/08/2015;1,16;1,16;1,16;1,16;08/08/2015;;08/08/2015;;INSUMAN IMPLANTABLE 400 UL/ML (INSULINE HUMAINE), Solution pour perfusion, flacon (verre) de 10 ml;;D;48.0;SOLUTION;296.0;UTILISABLE DANS DES POMPES SOLUTION POUR;40;U;INJECTABLE;A10AB01;INSULINE HUMAINE;A10C1;INSULINES HUMAINES ET ANALOGUES D'ACTION RAPIDE;O;N;N;N;N
9405023;R;REVESTIVE 5 MG poudre et solvant pour solution injectable;17/09/2015;;;NOVEX PHARMA;16/09/2015;17/09/2015;646,214;659,78;N;22.0;17/09/2015;65.0;;;17/09/2015;1,16;1,16;1,16;1,16;;;;;REVESTIVE 5 MG poudre et solvant pour solution injectable;;D;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;A16AX08;TEDUGLUTIDE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;N;O;N;O;O
9405081;R;HARVONI 90 MG/400 MG CPR;19/12/2014;;;GILEAD SCIENCES;10/11/2018;10/11/2018;428,572;437,57;N;22.0;19/12/2014;100.0;;;18/06/2015;1,16;1,16;1,16;1,16;;;;;HARVONI 90 MG/400 MG CPR;;D;15.0;COMPRIME;307.0;COMPRIME PELLICULE;;;;J05AP51;SOFOSBUVIR ET LEDIPASVIR;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;N;O;N;N;N
9405135;R;SIGNIFOR 20 MG poudre et solvant pour suspension injectable;20/02/2015;;;NOVARTIS;02/04/2015;20/02/2015;;;O;22.0;20/02/2015;100.0;;;20/02/2015;9,999;9,999;9,999;9,999;;;;;SIGNIFOR 20 MG poudre et solvant pour suspension injectable;;D;44.0;POUDRE;315.0;POUDRE ET SOLVANT POUR SUSPENSION INJ;1,2;MG;INJECTABLE;H01CB05;PASIREOTIDE;H01C2;ANTIHORMONES DE CROISSANCE;N;O;N;O;O
9405141;R;SIGNIFOR 40 MG poudre et solvant pour suspension injectable;20/02/2015;;;NOVARTIS;02/04/2015;20/02/2015;;;O;22.0;20/02/2015;100.0;;;20/02/2015;9,999;9,999;9,999;9,999;;;;;SIGNIFOR 40 MG poudre et solvant pour suspension injectable;;D;44.0;POUDRE;315.0;POUDRE ET SOLVANT POUR SUSPENSION INJ;;;;H01CB05;PASIREOTIDE;H01C2;ANTIHORMONES DE CROISSANCE;N;O;N;O;O
9405158;R;SIGNIFOR 60 MG poudre et solvant pour suspension injectable;20/02/2015;;;NOVARTIS;02/04/2015;20/02/2015;;;O;22.0;20/02/2015;100.0;;;20/02/2015;9,999;9,999;9,999;9,999;;;;;SIGNIFOR 60 MG poudre et solvant pour suspension injectable;;D;44.0;POUDRE;315.0;POUDRE ET SOLVANT POUR SUSPENSION INJ;;;;H01CB05;PASIREOTIDE;H01C2;ANTIHORMONES DE CROISSANCE;N;O;N;O;O
9405566;R;CERDELGA 84 MG gélule;09/01/2015;;;GENZYME SAS;09/11/2016;10/11/2016;337,2;344,28;N;22.0;21/05/2015;100.0;;;10/11/2016;1,16;1,16;1,16;1,16;;;;;CERDELGA 84 MG gélule;;D;21.0;GELULE;328.0;GELULE;;;;A16AX10;ELIGLUSTAT;B06C;AUTRES MEDICAMENTS HEMATOLOGIQUES;N;O;N;N;N
9413212;T;DELTYBA 50 MG COMPRIME PELLICULE;02/02/2018;;;OTSUKA PHARMACEUTICAL FRANCE;01/02/2018;02/02/2018;29,853;30,48;;;;;;;02/02/2018;1,16;1,16;1,16;1,16;02/02/2018;;02/02/2018;;DELTYBA 50 MG COMPRIME PELLICULE;;D;15.0;COMPRIME;307.0;COMPRIME PELLICULE;;;;J04AK06;DELAMANID;J04A1;ANTITUBERCULEUX, UNE SEULE SUBSTANCE ACTIVE;N;O;N;N;N
9413241;R;LINEZOLIDE PANPHARMA 2 MG/ML solution pour perfusion en poche de 300 mL;10/06/2016;;;PANPHARMA;13/11/2018;01/01/2019;32,195;32,87;N;22.0;10/06/2016;65.0;;;10/06/2016;1,16;1,16;1,16;1,16;;;;;LINEZOLIDE PANPHARMA 2 MG/ML solution pour perfusion en poche de 300 mL;;D;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;J01XX08;LINEZOLIDE;J01X9;TOUS AUTRES ANTIBACTERIENS;N;O;N;N;N
9413347;R;GENVOYA 150 MG/150 MG/200 MG/10 MG comprimé pelliculé;03/03/2017;;;GILEAD SCIENCES;06/11/2018;10/11/2018;22,367;22,84;N;22.0;03/03/2017;100.0;;;03/03/2017;1,16;1,16;1,16;1,16;;;;;GENVOYA 150 MG/150 MG/200 MG/10 MG comprimé pelliculé;;D;15.0;COMPRIME;330.0;COMPRIME;;;;J05AR18;EMTRICITABINE, TENOFOVIR ALAFENAMIDE, ELVITEGRAVIR ET COBICISTAT;J05C9;AUTRES ANTIVIRAUX VIH;N;N;O;O;N
9413413;R;FARYDAK 10 MG gélule;17/11/2015;;;NOVARTIS EUROPHARM;08/04/2016;17/11/2015;;;O;22.0;17/11/2015;100.0;;;17/11/2015;9,999;9,999;9,999;9,999;;;;;FARYDAK 10 MG gélule;;D;21.0;GELULE;20.0;NE PAS ECRASER NE PAS OUVRIR;;;;L01XX42;PANOBINOSTAT;L01X9;AUTRES ANTINEOPLASIQUES;N;O;N;O;O
9413436;R;FARYDAK 15 MG gélule;17/11/2015;;;NOVARTIS EUROPHARM;08/04/2016;17/11/2015;;;O;22.0;17/11/2015;100.0;;;17/11/2015;9,999;9,999;9,999;9,999;;;;;FARYDAK 15 MG gélule;;D;21.0;GELULE;20.0;NE PAS ECRASER NE PAS OUVRIR;;;;L01XX42;PANOBINOSTAT;L01X9;AUTRES ANTINEOPLASIQUES;N;O;N;O;O
9413442;R;FARYDAK 20 MG gélule;17/11/2015;;;NOVARTIS EUROPHARM;08/04/2016;17/11/2015;;;O;22.0;17/11/2015;100.0;;;17/11/2015;9,999;9,999;9,999;9,999;;;;;FARYDAK 20 MG gélule;;D;21.0;GELULE;20.0;NE PAS ECRASER NE PAS OUVRIR;;;;L01XX42;PANOBINOSTAT;L01X9;AUTRES ANTINEOPLASIQUES;N;O;N;O;O
9413614;R;LUMACAFTOR/IVACAFTOR VERTEX 200 MG/125 MG comprimé pelliculé;12/12/2015;;;VERTEX PHARMACEUTICALS;11/12/2015;12/12/2015;;;O;22.0;12/12/2015;100.0;;;12/12/2015;9,999;9,999;9,999;9,999;;;;;LUMACAFTOR/IVACAFTOR VERTEX 200 MG/125 MG comprimé pelliculé;;S;15.0;COMPRIME;307.0;COMPRIME PELLICULE;;;;R07AX30;IVACAFTOR ET LUMACAFTOR;R07C;SURFACTANTS PULMONAIRES;N;O;N;N;O
