UCD_UCD_COD;UCD_ETA_COD;RSV_HOS_COD;PRE_HOS_COD;PHA_MED_PIH;UCD_SVP_COD;UCD_PSP_TOP;UCD_SPE_LIB;UCD_RCP_LI1;UCD_RCP_LI2;UCD_RCP_LI3;PHA_FRM_COD;PHA_FRM_LIB;PHA_FRC_COD;PHA_FRC_LIB;PHA_SUB_DOS;PHA_DOS_UNI;UCD_VOI_ADM;PHA_ATC_CLA;PHA_ATC_LIB;PHA_EPH_COD;PHA_EPH_LIB;UCD_INS_DTD;UCD_INS_DTF;UCD_LIS_TOP;INS_MTF_LIB
0000009419315;D;N;O;N;O;O;PEMETREXED FRK 500 MG PDR INJ;PEMETREXED FRESENIUS KABI 500 mg, poudre pour solution a diluer pour perfusion;;;44;POUDRE;584;LYOPHILISE(E) POUDRE PR SOL A DILUER POU;;;;L01BA04;PEMETREXED;L01B;ANTIMETABOLITES;09FEB2017:00:00:00;;3;
0000009419516;D;N;O;N;N;N;ORFADIN 20 MG GELULE;ORFADIN 20 mg, gelule;;;21;GELULE;64;ORAL(E);20.0000;MG;ORALE;A16AX04;NITISINONE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;15JUN2017:00:00:00;;1;
0000009419522;D;N;O;N;N;N;ORFADIN 4 MG / ML SUSP BUV;ORFADIN 4 mg/ml, suspension buvable;;;50;SUSPENSION;284;SUSPENSION BUVABLE;;;;A16AX04;NITISINONE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;15JUN2017:00:00:00;;1;
0000009419611;D;N;O;N;N;N;LINEZOLIDE MYP 600 MG CPR;LINEZOLIDE MYLAN PHARMA 600 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;1200.0000;MG;ORALE;J01XX08;LINEZOLIDE;J01X9;TOUS AUTRES ANTIBACTERIENS;03MAR2017:00:00:00;;1;
0000009419806;D;N;O;N;N;O;EPCLUSA 400 MG/100MG CPR;EPCLUSA 400 mg/100 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AP55;SOFOSBUVIR ET VELPATASVIR;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;12APR2017:00:00:00;;1;
0000009419947;D;N;O;N;N;N;VORICONAZOLE OHR 200 MG PDR INJ;VORICONAZOLE OHRE PHARMA 200 mg poudre pour solution pour perfusion;;;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;30DEC2016:00:00:00;;1;
0000009419976;;;;;;;;;;;;;;;;;;;;;;30JUN2017:00:00:00;;1;
0000009420005;D;N;O;N;O;N;CABOMETYX 20 MG CPR;CABOMETYX 20 mg, comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;L01XE26;CABOZANTINIB;L01H;INHIBITEURS DE PROTEINE-KINASE ANTINEOPLASIQUES;23SEP2016:00:00:00;15FEB2018:00:00:00;1;RADIATION
0000009420011;D;N;O;N;O;N;CABOMETYX 40 MG CPR;CABOMETYX 40 mg, comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;L01XE26;CABOZANTINIB;L01H;INHIBITEURS DE PROTEINE-KINASE ANTINEOPLASIQUES;23SEP2016:00:00:00;15FEB2018:00:00:00;1;RADIATION
0000009420028;D;N;O;N;O;N;CABOMETYX 60 MG CPR;CABOMETYX 60 mg, comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;L01XE26;CABOZANTINIB;L01H;INHIBITEURS DE PROTEINE-KINASE ANTINEOPLASIQUES;23SEP2016:00:00:00;15FEB2018:00:00:00;1;RADIATION
0000009420399;D;N;O;N;N;O;MYSILDECARD 20 MG CPR;MYSILDECARD 20 mg, comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;C02KX;ANTIHYPERTENSEURS POUR HYPERTENSION ARTERIELLE PULMONAIRE;C06B2;MEDICAMENTS CONTRE L'HTAP INHIBITEURS DE LA PDE5;14APR2017:00:00:00;;1;
0000009420494;S;N;N;N;N;N;MIDOSTAURINE 25MG CAPS;MIDOSTAURINE 25 mg, capsule molle;;;9;CAPSULE MOLLE;320;CAPSULE MOLLE;;;;L01XE39;MIDOSTAURINE;L01H;INHIBITEURS DE PROTEINE-KINASE ANTINEOPLASIQUES;05OCT2016:00:00:00;;1;
0000009420519;;;;;;;;;;;;;;;;;;;;;;04MAR2017:00:00:00;;2;
0000009420525;;;;;;;;;;;;;;;;;;;;;;04MAR2017:00:00:00;;2;
0000009420755;D;N;O;N;N;N;LINEZOLIDE ACC 600 MG CPR;LINEZOLIDE ACCORD 600 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;1200.0000;MG;ORALE;J01XX08;LINEZOLIDE;J01X9;TOUS AUTRES ANTIBACTERIENS;23MAR2017:00:00:00;;1;
0000009420761;D;N;O;N;N;O;LONSURF 15MG/6,14MG CPR;LONSURF 15 mg/6,14 mg, comprime pellicule;;;15;COMPRIME;330;COMPRIME;;;;L01BC59;TRIFLURIDINE EN ASSOCIATION;L01B;ANTIMETABOLITES;16OCT2016:00:00:00;;1;
0000009420778;D;N;O;N;N;O;LONSURF 20MG/8,19MG CPR;LONSURF 20 mg/8,19 mg, comprime pellicule;;;15;COMPRIME;330;COMPRIME;;;;L01BC59;TRIFLURIDINE EN ASSOCIATION;L01B;ANTIMETABOLITES;16OCT2016:00:00:00;;1;
0000009421269;;;;;;;;;;;;;;;;;;;;;;01NOV2017:00:00:00;;1;
0000009421275;;;;;;;;;;;;;;;;;;;;;;01NOV2017:00:00:00;;1;
0000009421536;D;N;O;N;O;O;BOSENTAN MYL 125 MG CPR;BOSENTAN MYLAN 125 mg, comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE ORAL(E;;;;C02KX01;BOSENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;09AUG2017:00:00:00;;1;
0000009421766;;;;;;;;;;;;;;;;;;;;;;08JUL2017:00:00:00;;1;
0000009421884;;;;;;;;;;;;;;;;;;;;;;08JUL2017:00:00:00;;1;
0000009421915;D;N;O;N;O;O;BOSENTAN ACC 62,5 MG CPR;BOSENTAN ACCORD 62,5 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;C02KX01;BOSENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;08JUL2017:00:00:00;;1;
0000009422228;D;N;O;N;O;O;BOSENTAN ARW 62,5 MG CPR;BOSENTAN ARROW 62,5 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;C02KX01;BOSENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;09AUG2017:00:00:00;;1;
0000009422814;D;N;O;N;N;N;VENCLYXTO 10 MG CPR;Venclyxto 10 mg, comprimes pellicules;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;L01XX52;VENETOCLAX;L01X9;AUTRES ANTINEOPLASIQUES;16FEB2017:00:00:00;;1;
0000009422990;D;N;O;N;N;N;LEDAGA 160 MCG/G GEL;LEDAGA 160 microgrammes/g gel;;;20;GEL;375;GEL;;;;L01AA05;CHLORMETHINE;L01A;AGENTS ALKYLANTS;08FEB2017:00:00:00;;1;
0000009423127;;;;;;;;;;;;;;;;;;;;;;16JUN2017:00:00:00;;1;
0000009423133;;;;;;;;;;;;;;;;;;;;;;16JUN2017:00:00:00;;1;
0000009423831;D;N;O;N;O;O;TRUXIMA 500 MG SOL INJ  PERF;TRUXIMA 500 mg, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XC02;RITUXIMAB;L01G;ANTICORPS MONOCLONAUX ANTICANCEREUX;29DEC2017:00:00:00;;1;
0000009423854;D;N;O;N;N;N;PROHIPPUR 750MG/G GRANULES;PROHIPPUR 750mg/g, granules;;;24;GRANULES;436;GRANULES;;;;A16AX11;BENZOATE DE SODIUM;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;20APR2017:00:00:00;14APR2019:00:00:00;1;RADIATION
0000009424055;;;;;;;;;;;;;;;;;;;;;;02MAR2018:00:00:00;;2;
0000009424061;;;;;;;;;;;;;;;;;;;;;;02MAR2018:00:00:00;;2;
0000009424782;D;N;N;O;N;N;TENOFOVIR DISO MYL 245 MG CPR;TENOFOVIR DISOPROXIL MYLAN 245 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AF07;TENOFOVIR DISOPROXIL;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;09AUG2017:00:00:00;;1;
0000009425379;;;;;;;;;;;;;;;;;;;;;;10FEB2017:00:00:00;;1;
0000009425741;D;N;N;O;N;N;EMTRICITABIN TENOF EG 200/245MG CPR;EMTRICITABINE/TENOFOVIR DISOPROXIL EG 200 mg/245 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;1.0000;UD;ORALE;J05AR03;TENOFOVIR DISOPROXIL ET EMTRICITABINE;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;16AUG2017:00:00:00;;1;
0000009425824;D;N;N;O;N;N;TENOFOVIR DISO EG 245 MG CPR;TENOFOVIR DISOPROXIL EG 245 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AF07;TENOFOVIR DISOPROXIL;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;16AUG2017:00:00:00;;1;
0000009425847;D;N;O;N;N;N;CASPOFUNGINE OHR 50 MG PDR SOL INJ;CASPOFUNGINE OHRE PHARMA 50 mg, poudre pour solution a diluer pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;50.0000;MG;INJECTABLE;J02AX04;CASPOFUNGIN;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;20DEC2017:00:00:00;;1;
0000009425853;D;N;O;N;N;N;CASPOFUNGINE OHRE 70 MG PDR SOL INJ;CASPOFUNGINE OHRE PHARMA 70 mg, poudre pour solution a diluer pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J02AX04;CASPOFUNGIN;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;20DEC2017:00:00:00;;1;
0000009426284;D;N;O;N;O;N;NINLARO 3MG GELULE;NINLARO 3,0 mg, gelule;;;21;GELULE;328;GELULE;;;;L01XX50;IXAZOMIB;L01H;INHIBITEURS DE PROTEINE-KINASE ANTINEOPLASIQUES;03MAY2017:00:00:00;31OCT2018:00:00:00;1;RADIATION
0000009426290;D;N;O;N;N;O;NINLARO 4 MG GELULE;NINLARO 4 mg, gelule;;;21;GELULE;328;GELULE;;;;L01XX50;IXAZOMIB;L01H;INHIBITEURS DE PROTEINE-KINASE ANTINEOPLASIQUES;03MAY2017:00:00:00;31OCT2018:00:00:00;1;RADIATION
0000009426829;D;N;O;N;N;N;CASPOFUNGINE EG 50 MG PDR SOL INJ;CASPOFUNGINE EG 50 mg, poudre pour solution a diluer pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;50.0000;MG;INJECTABLE;J02AX04;CASPOFUNGIN;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;10FEB2018:00:00:00;;1;
0000009426835;D;N;O;N;N;N;CASPOFUNGINE EG 70 MG PDR SOL INJ;CASPOFUNGINE EG 70 mg, poudre pour solution a diluer pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J02AX04;CASPOFUNGIN;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;10FEB2018:00:00:00;;1;
0000009426976;D;O;N;N;N;O;SPINRAZA 12 MG SOL INJ FL 5 ML;SPINRAZA 12 mg, solution injectable;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;M09AX07;NUSINERSEN;V03X;TOUS AUTRES PRODUITS THERAPEUTIQUES;22AUG2017:00:00:00;;1;
0000009427591;D;N;N;N;N;N;GANCICLOVIR SDZ 500MG PDR INJ;GANCICLOVIR SANDOZ 500 mg, poudre pour solution a diluer pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J05AB06;GANCICLOVIR;J05B3;ANTIVIRAUX CONTRE L'HERPES;21MAR2018:00:00:00;;1;
0000009431061;D;N;N;O;N;O;ENTECAVIR EG 0,5 MG CPR;ENTECAVIR EG 0,5 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;0.5000;MG;ORALE;J05AF10;ENTECAVIR;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;21MAR2018:00:00:00;;1;
0000009431090;D;N;N;O;N;O;ENTECAVIR EG 15 MG CPR;ENTECAVIR EG 15 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;0.5000;MG;ORALE;J05AF10;ENTECAVIR;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;21MAR2018:00:00:00;;1;
0000009433278;D;N;N;O;N;N;RITONAVIR MYL 100 MG CPR;RITONAVIR MYLAN 100 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AE03;RITONAVIR;J05C2;INHIBITEURS DE PROTEASE;21MAR2018:00:00:00;;1;
0000009434467;D;N;N;O;N;O;ENBREL 25 MG SOL INJ STYLO;ENBREL 25 mg solution injectable en stylo pre-remplie;;;48;SOLUTION;295;SOLUTION INJECTABLE;7.0000;MG;INJECTABLE;L04AB01;ETANERCEPT;L04B;MEDICAMENTS ANTI-TNF;21MAR2018:00:00:00;;2;
0000009412129;D;O;O;N;N;N;BLINCYTO 38,5 MCG PDR INJ ET SOLV;BLINCYTO 38,5 microgrammes, poudre pour solution a diluer et solution pour solution pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01XC19;BLINATUMOMAB;L01X9;AUTRES ANTINEOPLASIQUES;06MAY2017:00:00:00;;2;
0000009264456;D;N;O;N;N;N;VANCOMYCINE KBI 500 MG PDR INJ;VANCOMYCINE KABI 500 mg, poudre pour solution injectable;;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;;;;J01XA01;VANCOMYCINE;J01X1;ANTIBACTERIENS GLYCOPEPTIDES;27DEC2004:00:00:00;;1;
0000009264686;D;N;N;O;N;N;KOGENATE BAY 250 UI INJ + S;KOGENATE BAYER 250 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;31DEC2005:00:00:00;;1;
0000009264692;D;N;N;O;N;N;KOGENATE BAY 500 UI INJ + S;KOGENATE BAYER 500 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;31DEC2005:00:00:00;;1;
0000009266550;D;N;O;N;O;O;ELOXATINE 50 MG SOL INJ;ELOXATINE 5 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;22SEP2006:00:00:00;;1;
0000009267911;D;N;O;N;O;O;ADRIBLASTINE 200MG/100ML SOL INJ FP;ADRIBLASTINE 200 mg/100 ml, solution injectable pour perfusion en flacon;;;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;25DEC2013:00:00:00;;1;
0000009267934;S;N;O;N;O;O;CARBOPLATINE FDG 10MG/ML 60ML;CARBOPLATINE FAULDING 10 MG/ML, SOLUTION POUR PERFUSION;;;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01XA02;CARBOPLATINE;L01X2;DERIVES DU PLATINE;07SEP2005:00:00:00;;1;
0000009280797;NC;N;O;N;O;O;MITOXANTRONE FDG 20MG/10ML INJ;MITOXANTRONE FAULDING 2 MG/ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB07;MITOXANTRONE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;22SEP2006:00:00:00;;1;
0000009280805;NC;N;O;N;O;O;MITOXANTRONE FDG 25MG/12,5ML INJ;MITOXANTRONE FAULDING 2 MG/ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB07;MITOXANTRONE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;22SEP2006:00:00:00;;1;
0000009281070;NC;N;O;N;O;O;OXALIPLATINE DKT 50MG PDR INJ;OXALIPLATINE DAKOTA PHARM 5 MG/ML, POUDRE POUR SOLUTION POUR PERFUSION;;;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;22SEP2006:00:00:00;;1;
0000009281093;NC;N;O;N;O;O;OXALIPLATINE DKT 50MG/10ML INJ;OXALIPLATINE DAKOTA 50MG/50ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;22SEP2006:00:00:00;;1;
0000009281101;NC;N;O;N;O;O;OXALIPLATINE DKT 100MG/20ML INJ;OXALIPLATINE DAKOTA PHARM 5 MG/ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;22SEP2006:00:00:00;;1;
0000009281124;S;N;O;N;O;O;OXALIPLATINE WTR 100MG PDR INJ;OXALIPLATINE WINTHROP 5 MG/ML, POUDRE POUR SOLUTION POUR PERFUSION;;;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;22SEP2006:00:00:00;;1;
0000009281130;NC;N;O;N;O;O;OXALIPLATINE WTR 50MG/10ML INJ;OXALIPLATINE WINTHROP 5 MG/ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;22SEP2006:00:00:00;;1;
0000009281147;NC;N;O;N;O;O;OXALIPLATINE WTR 100MG/20ML INJ;OXALIPLATINE WINTHROP 5 MG/ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;22SEP2006:00:00:00;;1;
0000009281182;S;N;O;N;O;O;VINORELBINE EBW 50MG/5ML INJ;VINORELBINE EBEWE 10 MG/ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01CA04;VINORELBINE;L01C9;AUTRES ANTICANCEREUX DERIVES DE PLANTES;22SEP2006:00:00:00;;1;
0000009281199;D;N;N;O;N;O;XYREM 500MG/ML SOL BUV FL 180ML;XYREM 500 mg/ml, solution buvable;;;48;SOLUTION;292;SOLUTION BUVABLE;7.5000;G;ORALE;N07XX04;SODIUM OXYBATE;N07X;AUTRES MEDICAMENTS DU SNC;22SEP2006:00:00:00;;1;
0000009281377;S;N;O;N;N;N;SANDOGLOBULINE 3G PDR INJ;SANDOGLOBULINE 3 G, POUDRE POUR SOLUTION POUR PERFUSION;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;08DEC2006:00:00:00;;2;
0000009281383;S;N;O;N;N;N;SANDOGLOBULINE 6G PDR INJ;SANDOGLOBULINE 6 G, POUDRE POUR SOLUTION POUR PERFUSION;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;08DEC2006:00:00:00;;2;
0000009282709;NC;N;O;N;N;N;KIOVIG 1000 MG SOL INJ FL 10ML;KIOVIG 100 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;08DEC2006:00:00:00;;2;
0000009306628;S;N;O;N;O;O;EPIRUBICINE EG 10 MG SOL INJ;EPIRUBICINE EG 10 mg/5 ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;25JAN2012:00:00:00;;1;
0000009306634;S;N;N;N;O;N;EPIRUBICINE PAN 20MG/10ML SOL;EPIRUBICINE PANPHARMA 2 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;26JUN2008:00:00:00;;1;
0000009306640;S;N;N;N;O;N;EPIRUBICINE PAN 200MG/100ML SOL;EPIRUBICINE PANPHARMA 2 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;26JUN2008:00:00:00;;1;
0000009408211;D;O;N;N;O;N;LUTATHERA 370MBQ/ML SOL PERF;LUTATHERA 370 MBq/mL, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;V10XX04;LUTETIUM (177LU) OXODOTREOTIDE;T01G;RADIOPHARMACEUTIQUES A USAGE DIAGNOSTIC;27DEC2017:00:00:00;;1;
0000009420413;D;N;N;O;N;N;ALPROLIX 1000 UI PDR ET SOL INJ;ALPROLIX 1000 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD04;FACTEUR IX DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;17FEB2018:00:00:00;;3;
0000009420436;D;N;N;O;N;N;ALPROLIX 2000 UI PDR ET SOL INJ;ALPROLIX 2000 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD04;FACTEUR IX DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;17FEB2018:00:00:00;;3;
0000009420442;D;N;N;O;N;N;ALPROLIX 250 UI PDR ET SOL INJ;ALPROLIX 250 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD04;FACTEUR IX DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;17FEB2018:00:00:00;;3;
0000009420459;D;N;N;O;N;N;ALPROLIX 3000 UI PDR ET SOL INJ;ALPROLIX 3000 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD04;FACTEUR IX DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;17FEB2018:00:00:00;;3;
0000009420465;D;N;N;O;N;N;ALPROLIX 500 UI PDR ET SOL INJ;ALPROLIX 500 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD04;FACTEUR IX DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;17FEB2018:00:00:00;;3;
0000009429638;D;N;N;O;N;N;ABACAVIR/LAM EG 600 MG/300 MG CPR;ABACAVIR/LAMIVUDINE EG 600 mg/300 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;1.0000;UD;ORALE;J05AR02;LAMIVUDINE ET ABACAVIR;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;14FEB2018:00:00:00;;1;
0000009426261;D;N;N;O;N;N;ABACAVIR/LAM SDZ 600 MG/300 MG CPR;ABACAVIR/LAMIVUDINE SANDOZ 600 mg/300 mg, comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;1.0000;UD;ORALE;J05AR02;LAMIVUDINE ET ABACAVIR;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;31MAR2018:00:00:00;;1;
0000009439944;D;N;O;N;N;N;ACIDE CARGLUMIQUE WAY 200MG CPR DISP;ACIDE CARGLUMIQUE WAY 200 MG, comprime dispersible;;;15;COMPRIME;323;SECABLE QUADRISECABLE COMPRIME DISPERSIB;;;;A16AA05;CARGLUMIQUE ACIDE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;09NOV2018:00:00:00;;1;
0000009431262;D;O;N;N;N;O;TECENTRIQ 1200MG SOL INJ FL;TECENTRIQ 1200 MG, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XC32;ATEZOLIZUMAB;V03X;TOUS AUTRES PRODUITS THERAPEUTIQUES;21FEB2019:00:00:00;;2;
0000009438620;;;;;;;;;;;;;;;;;;;;;;22FEB2019:00:00:00;;1;
0000009438896;;;;;;;;;;;;;;;;;;;;;;22FEB2019:00:00:00;;2;
0000009440597;;;;;;;;;;;;;;;;;;;;;;22FEB2019:00:00:00;;1;
0000009410975;D;N;O;N;N;N;NOXAFIL 300 MG SOL A DILUER PERF;NOXAFIL 300 mg, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;J02AC04;POSACONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;19JUL2018:00:00:00;;2;
0000009413838;D;O;N;N;O;O;KYPROLIS 60MG PDR INJ FL;KYPROLIS 60 mg, poudre pour solution pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01XX45;CARFILZOMIB;L01X9;AUTRES ANTINEOPLASIQUES;19JUL2018:00:00:00;;2;
0000009420732;D;O;N;N;O;O;KYPROLIS 10MG PDR INJ FL;KYPROLIS 10 mg, poudre pour solution pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01XX45;CARFILZOMIB;L01X9;AUTRES ANTINEOPLASIQUES;19JUL2018:00:00:00;;2;
0000009420749;D;O;N;N;O;O;KYPROLIS 30MG PDR INJ FL;KYPROLIS 30 mg, poudre pour solution pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01XX45;CARFILZOMIB;L01X9;AUTRES ANTINEOPLASIQUES;19JUL2018:00:00:00;;2;
